jinhanki_id_joined,geom_joined_any,population
多摩平一丁目 - 2571,POINT(139.3812512 35.6612769),4933.0
四谷三栄町 - 1759,POINT(139.7261969 35.6880356),4933.0
四谷三栄町 - 1760,POINT(139.7263795 35.6879564),4933.0
境四丁目 - 1606,POINT(139.543627 35.7097933),6725.0
上野五丁目 - 2371,POINT(139.7767541 35.7056314),7237.0
上野五丁目 - 2366,POINT(139.7769358 35.706229),7237.0
上野五丁目 - 2376,POINT(139.7767963 35.7058522),7237.0
上野五丁目 - 2413,POINT(139.7768009 35.7059238),7237.0
上野五丁目 - 2390,POINT(139.7768117 35.7062132),7237.0
秋葉原 - 2008,POINT(139.7745622 35.7017989),7237.0
上野五丁目 - 2394,POINT(139.7766398 35.7058648),7237.0
野崎二丁目 - 2445,POINT(139.5498923 35.6847387),9354.0
千駄ヶ谷六丁目 - 687,POINT(139.706137 35.683501),2339.0
千駄ヶ谷六丁目 - 683,POINT(139.706139 35.6835),2339.0
大和田町五丁目 - 1410,POINT(139.3504574 35.6630095),4003.0
八潮四丁目 - 4351,POINT(139.7549919 35.5924359),4678.0
東尾久六丁目 - 3766,POINT(139.7759845 35.7470559),6982.0
芝公園二丁目 - 1871,POINT(139.7513444 35.6548959),4679.0
芝公園二丁目 - 1872,POINT(139.7513856 35.6549195),4679.0
芝公園二丁目 - 1870,POINT(139.7513752 35.6549022),4679.0
芝公園二丁目 - 1867,POINT(139.7513446 35.6548717),4679.0
芝公園二丁目 - 1874,POINT(139.7508852 35.6550987),4679.0
芝公園二丁目 - 1863,POINT(139.7513452 35.6548495),4679.0
芝公園二丁目 - 1859,POINT(139.7513455 35.6548295),4679.0
芝公園二丁目 - 1869,POINT(139.751321 35.654937),4679.0
芝公園二丁目 - 1868,POINT(139.751345 35.6549161),4679.0
芝公園二丁目 - 1875,POINT(139.750886 35.6551186),4679.0
蒲田三丁目 - 1836,POINT(139.7257452 35.5638223),8846.0
蒲田三丁目 - 1837,POINT(139.7256624 35.5637014),8846.0
蒲田三丁目 - 1835,POINT(139.7257051 35.5637632),8846.0
駒場一丁目 - 1024,POINT(139.686514 35.65764),8846.0
豪徳寺二丁目 - 4161,POINT(139.6477576 35.6478819),11918.0
豪徳寺二丁目 - 4162,POINT(139.6477808 35.6478755),11918.0
西寺方町 - 1550,POINT(139.2760937 35.6851082),649.0
西寺方町 - 1554,POINT(139.2681321 35.6833174),1042.0
西寺方町 - 1518,POINT(139.2679685 35.6833299),1042.0
西寺方町 - 1538,POINT(139.2679335 35.6833292),1042.0
西寺方町 - 1553,POINT(139.2658486 35.6779825),1554.0
大楽寺町 - 1387,POINT(139.2919204 35.6720723),2724.0
神田神保町1 - 4016,POINT(139.7601736 35.6956009),2980.0
鍛冶町二丁目 - 1794,POINT(139.7729737 35.6928767),4168.0
神田北乗物町 - 942,POINT(139.7731079 35.6923902),4168.0
神田北乗物町 - 941,POINT(139.7731028 35.6924115),4168.0
鍛冶町二丁目 - 1797,POINT(139.7729364 35.6928678),4168.0
喜多見九丁目 - 4590,POINT(139.5867989 35.6386816),4424.0
多摩区 - 4667,POINT(139.5559917 35.6214396),5704.0
神田佐久間町三丁目 - 3861,POINT(139.7787272 35.6986283),6216.0
神田和泉町 - 679,POINT(139.7788422 35.6992814),6216.0
駒場一丁目 - 1030,POINT(139.688171 35.657517),8336.0
元浅草四丁目 - 369,POINT(139.7883254 35.7093587),11408.0
元浅草四丁目 - 368,POINT(139.7882876 35.7095338),11408.0
元浅草四丁目 - 367,POINT(139.7883043 35.7098992),11408.0
元浅草四丁目 - 365,POINT(139.7882842 35.709493),11408.0
淵野辺五丁目 - 3021,POINT(139.4030649 35.5672664),5961.0
豊玉北一丁目 - 2075,POINT(139.6690817 35.7337036),6473.0
上野六丁目 - 2419,POINT(139.7763326 35.7110073),7241.0
上野六丁目 - 2417,POINT(139.7762489 35.7112598),7241.0
大谷口上町 - 852,POINT(139.6946367 35.7507829),12946.0
奈良 - 629,POINT(139.4853672 35.5548163),2341.0
奈良 - 627,POINT(139.4856307 35.5547179),2341.0
新田三丁目 - 1746,POINT(139.7443142 35.7695377),3237.0
新田三丁目 - 1751,POINT(139.7441493 35.7692468),3237.0
新田三丁目 - 1747,POINT(139.7448574 35.7692577),3237.0
芝公園二丁目 - 1865,POINT(139.7498899 35.6544662),4682.0
国領町七丁目 - 4481,POINT(139.560064 35.645029),7242.0
青戸二丁目 - 4501,POINT(139.8563848 35.7458233),7754.0
八潮四丁目 - 4350,POINT(139.7555526 35.5938668),5195.0
国領町一丁目 - 4407,POINT(139.5553302 35.6501204),6475.0
国領町一丁目 - 4408,POINT(139.5553177 35.6500706),6475.0
国領町一丁目 - 4409,POINT(139.5553052 35.6500137),6475.0
台東二丁目 - 2911,POINT(139.7795369 35.7035037),8011.0
台東二丁目 - 2920,POINT(139.7795277 35.7033725),8011.0
台東二丁目 - 2909,POINT(139.7795124 35.7033869),8011.0
台東二丁目 - 2900,POINT(139.7793632 35.70392),8011.0
根岸二丁目 - 4057,POINT(139.7768943 35.7249879),11926.0
弐分方町 - 1351,POINT(139.2813098 35.6728547),1171.0
有楽町1 - 921,POINT(139.7590439 35.6745617),2214.0
神田神保町 - 4091,POINT(139.7569902 35.6963902),2726.0
神田神保町二丁目 - 4225,POINT(139.7571511 35.6964406),2726.0
神田神保町 - 4086,POINT(139.7571279 35.6962749),2726.0
神田神保町二丁目 - 4223,POINT(139.7577151 35.6965199),2726.0
みなみ野四丁目 - 1438,POINT(139.3232975 35.6263195),2854.0
みなみ野四丁目 - 1439,POINT(139.3234566 35.6259106),2854.0
喜多見九丁目 - 4591,POINT(139.5875941 35.6410714),2982.0
津田町二丁目 - 4593,POINT(139.4663822 35.7224224),3622.0
下九沢 - 362,POINT(139.3313245 35.581158),3750.0
前原町 - 1579,POINT(139.507374 35.690682),4428.0
前原町 - 1580,POINT(139.507379 35.690642),4428.0
前原町 - 1582,POINT(139.507355 35.690682),4428.0
新町 - 698,POINT(139.340878 35.6620497),4428.0
麻布台 - 2767,POINT(139.742123 35.659614),5708.0
麻布台 - 2765,POINT(139.742112 35.659611),5708.0
芝四丁目 - 2028,POINT(139.7507482 35.6497887),6988.0
鍛冶町2 - 4536,POINT(139.7718312 35.6921477),6988.0
芝四丁目 - 2035,POINT(139.7510511 35.6496028),6988.0
芝四丁目 - 2022,POINT(139.7508156 35.6497655),6988.0
鍛冶町2 - 2140,POINT(139.7721245 35.6921298),6988.0
芝四丁目 - 2017,POINT(139.7506789 35.649812),6988.0
芝四丁目 - 2024,POINT(139.750928 35.6496619),6988.0
鍛冶町 - 2090,POINT(139.771127 35.691879),6988.0
西恋ケ窪四丁目 - 3359,POINT(139.4678292 35.7067893),7500.0
神田小川町一丁目 - 1725,POINT(139.768056 35.6946522),4173.0
神田小川町一丁目 - 1729,POINT(139.7680906 35.6946666),4173.0
神田小川町一丁目 - 1726,POINT(139.7682317 35.6947353),4173.0
桜堤一丁目 - 1003,POINT(139.5357862 35.7069339),5453.0
神田和泉町 - 4650,POINT(139.7778665 35.6999602),6477.0
神田和泉町 - 435,POINT(139.7774649 35.6996504),6477.0
神田佐久間町二丁目 - 3900,POINT(139.7771777 35.6986632),6477.0
神田佐久間町二丁目 - 3905,POINT(139.7771858 35.6984014),6477.0
神田佐久間町二丁目 - 3903,POINT(139.777478 35.6984421),6477.0
神田和泉町 - 445,POINT(139.7774914 35.6994301),6477.0
神田佐久間町二丁目 - 3902,POINT(139.777138 35.698456),6477.0
神田和泉町 - 444,POINT(139.777545 35.6992244),6477.0
神田和泉町 - 439,POINT(139.7779942 35.6998009),6477.0
神田和泉町 - 442,POINT(139.7775815 35.6999766),6477.0
国領町四丁目 - 4393,POINT(139.560481 35.646647),7757.0
国領町四丁目 - 4394,POINT(139.560389 35.646675),7757.0
南砂三丁目 - 406,POINT(139.830628 35.66787),9370.0
南砂三丁目 - 404,POINT(139.830566 35.667526),9370.0
山王二丁目 - 3022,POINT(139.7275137 35.5893766),10394.0
音羽一丁目 - 199,POINT(139.7294034 35.7136568),11930.0
音羽一丁目 - 200,POINT(139.7298152 35.712856),11930.0
下谷一丁目 - 3995,POINT(139.7833912 35.7198195),13978.0
小杉陣屋町一丁目 - 3251,POINT(139.66078 35.586107),2087.0
上丸子天神町 - 675,POINT(139.660714 35.586945),2087.0
東古市場 - 3739,POINT(139.6946194 35.5534988),2087.0
外神田二丁目 - 3668,POINT(139.7691894 35.7014496),4174.0
外神田二丁目 - 3652,POINT(139.7693928 35.7008734),4174.0
外神田二丁目 - 3651,POINT(139.7694256 35.7012225),4174.0
外神田二丁目 - 3674,POINT(139.7691366 35.7012927),4174.0
光が丘一丁目 - 2692,POINT(139.6393902 35.7690204),5710.0
外神田五丁目 - 3568,POINT(139.7721497 35.7028021),5966.0
外神田四丁目 - 3599,POINT(139.7723181 35.7019459),5966.0
外神田三丁目 - 3621,POINT(139.7714453 35.7020514),5966.0
外神田四丁目 - 3596,POINT(139.7721872 35.7025433),5966.0
大宮二丁目 - 545,POINT(139.6417008 35.6813744),6222.0
寿三丁目 - 303,POINT(139.7931816 35.706865),6734.0
相模大野四丁目 - 4174,POINT(139.4330904 35.5348469),9884.0
相模大野四丁目 - 4173,POINT(139.4333091 35.5344392),9884.0
長房町 - 4313,POINT(139.2990217 35.6543961),4175.0
愛宕一丁目 - 3897,POINT(139.7486417 35.6646424),6479.0
虎ノ門三丁目 - 4003,POINT(139.7483952 35.6645496),6479.0
愛宕一丁目 - 3898,POINT(139.7486319 35.6646439),6479.0
上野二丁目 - 2508,POINT(139.7727622 35.7097241),7759.0
上野四丁目 - 4538,POINT(139.7736256 35.7093942),7759.0
上野四丁目 - 4539,POINT(139.7736315 35.7094137),7759.0
上野二丁目 - 2503,POINT(139.7727475 35.7094701),7759.0
小日向四丁目 - 211,POINT(139.7373734 35.7151513),12446.0
川尻 - 236,POINT(139.2762941 35.6044602),389.0
惣兵衛越し - 1514,POINT(139.355649 34.749155),485.0
惣兵衛越し - 1512,POINT(139.35489 34.749437),586.0
川町 - 1490,POINT(139.2684092 35.6678413),1108.0
元八王子町二丁目 - 1674,POINT(139.2809544 35.6576133),1684.0
野津田町 - 3982,POINT(139.4458347 35.5913254),1876.0
二本松二丁目 - 726,POINT(139.3212544 35.5894455),2344.0
二本松二丁目 - 725,POINT(139.3211525 35.5890147),2344.0
桜堤三丁目 - 1597,POINT(139.5289617 35.7168305),2984.0
上石原一丁目 - 1105,POINT(139.532347 35.660335),3624.0
上石原一丁目 - 1104,POINT(139.532306 35.660508),3624.0
上石原一丁目 - 1103,POINT(139.532322 35.66057),3624.0
上石原一丁目 - 1101,POINT(139.532322 35.660534),3624.0
上石原一丁目 - 1102,POINT(139.532352 35.660384),3624.0
上石原一丁目 - 1100,POINT(139.532325 35.660344),3624.0
辰巳三丁目 - 2213,POINT(139.815992 35.6453543),5712.0
辰巳三丁目 - 2215,POINT(139.8160324 35.6453635),5712.0
辰巳三丁目 - 2212,POINT(139.8160122 35.6453587),5712.0
大師本町 - 2139,POINT(139.7288699 35.5352535),6480.0
池之端二丁目 - 4291,POINT(139.7687396 35.7146512),6480.0
池之端三丁目 - 4279,POINT(139.7691477 35.7147451),6480.0
青海 - 4586,POINT(139.778801 35.61701),6736.0
青海2 - 1305,POINT(139.778695 35.617123),6736.0
国領町二丁目 - 4359,POINT(139.559675 35.652102),7760.0
有明 - 910,POINT(139.7920637 35.6320325),6225.0
有明 - 909,POINT(139.7920825 35.632005),6225.0
有明 - 908,POINT(139.7922454 35.6322835),6225.0
有明 - 907,POINT(139.7920745 35.6320203),6225.0
東町 - 2046,POINT(139.3383808 35.658478),7761.0
台町 - 4597,POINT(139.7349208 35.5301328),10914.0
新町一丁目 - 1790,POINT(139.2956311 35.7872701),2601.0
羽東一丁目 - 1770,POINT(139.313488 35.759713),3113.0
上水本町一丁目 - 1856,POINT(139.464779 35.719331),3369.0
中野山王三丁目 - 1452,POINT(139.318271 35.6767116),4946.0
生田二丁目 - 1089,POINT(139.5481435 35.6224805),5714.0
生田二丁目 - 1091,POINT(139.5482236 35.6224529),5714.0
橋本一丁目 - 968,POINT(139.3419574 35.5889597),6738.0
小日向四丁目 - 212,POINT(139.7381432 35.7153722),7762.0
小日向四丁目 - 215,POINT(139.7381465 35.7153861),7762.0
台東一丁目 - 2951,POINT(139.7798091 35.7015982),8018.0
台東一丁目 - 2949,POINT(139.7805554 35.7011876),8018.0
台東一丁目 - 2947,POINT(139.7799379 35.70126),8018.0
柴崎一丁目 - 3715,POINT(139.5641671 35.6574952),8356.0
柴崎一丁目 - 3714,POINT(139.5641832 35.6574625),8356.0
赤羽南一丁目 - 1185,POINT(139.722925 35.775825),10404.0
赤坂三丁目 - 4678,POINT(139.7386449 35.6734217),4435.0
代々木二丁目 - 808,POINT(139.699372 35.687391),5971.0
関前五丁目 - 1575,POINT(139.5401527 35.7127239),8019.0
東上野二丁目 - 570,POINT(139.7787295 35.71043),9894.0
東上野二丁目 - 562,POINT(139.7788639 35.7107562),9894.0
東上野二丁目 - 583,POINT(139.7788314 35.710751),9894.0
東上野二丁目 - 564,POINT(139.7787884 35.7105188),9894.0
東上野二丁目 - 571,POINT(139.7785379 35.7101631),9894.0
東上野二丁目 - 557,POINT(139.7787783 35.7105668),9894.0
小島二丁目 - 2649,POINT(139.7831702 35.705563),10918.0
小島二丁目 - 2642,POINT(139.7826421 35.7052509),10918.0
西寺方町 - 1533,POINT(139.2744384 35.6814063),1109.0
多磨町三丁目 - 1215,POINT(139.518721 35.687554),1749.0
多磨町三丁目 - 1216,POINT(139.518741 35.687538),1749.0
西寺方町 - 1527,POINT(139.2691494 35.6780988),1749.0
城山手二丁目 - 1232,POINT(139.2771519 35.6545339),1813.0
矢野口 - 2789,POINT(139.516722 35.6328523),2346.0
狭間町 - 1153,POINT(139.2833007 35.6410785),3370.0
狭間町 - 1155,POINT(139.2835944 35.6415973),3370.0
狭間町 - 1154,POINT(139.283125 35.6420994),3370.0
大宮二丁目 - 544,POINT(139.6400627 35.6831309),4010.0
有明三丁目 - 3178,POINT(139.7963318 35.6308409),4436.0
田柄一丁目 - 4596,POINT(139.6448681 35.7602572),7508.0
下連雀九丁目 - 2731,POINT(139.5619704 35.6835625),7764.0
日野台四丁目 - 2079,POINT(139.3755893 35.6710165),8360.0
吉祥寺北町三丁目 - 1602,POINT(139.5734396 35.7131332),8360.0
国領町七丁目 - 4384,POINT(139.5596502 35.6451433),8872.0
新小川町 - 3786,POINT(139.741296 35.707021),12968.0
小山台二丁目 - 3154,POINT(139.7013125 35.6253571),4693.0
神田淡路町二丁目 - 1665,POINT(139.7687936 35.6972314),4693.0
芝公園二丁目 - 1864,POINT(139.750218 35.654353),5717.0
本郷五丁目 - 2265,POINT(139.7603519 35.708499),10922.0
玉川三丁目 - 2151,POINT(139.623424 35.612309),3499.0
芝浦二丁目 - 2173,POINT(139.7575032 35.6436604),3883.0
東神田 - 2429,POINT(139.7801972 35.6955634),4011.0
新丸子東一丁目 - 1846,POINT(139.663309 35.580339),4182.0
新丸子東一丁目 - 1847,POINT(139.664099 35.580241),4182.0
鎌田一丁目 - 2341,POINT(139.618298 35.618625),4694.0
大和田町二丁目 - 1435,POINT(139.3591977 35.6660231),5206.0
上鶴間本町二丁目 - 4659,POINT(139.4426028 35.5417406),5462.0
湯島二丁目 - 3432,POINT(139.7676051 35.7061299),6230.0
湯島三丁目 - 3385,POINT(139.767774 35.7072603),6230.0
国領町一丁目 - 4484,POINT(139.551673 35.649854),6486.0
国領町一丁目 - 4485,POINT(139.551785 35.649913),6486.0
国領町一丁目 - 4483,POINT(139.551623 35.649915),6486.0
東尾久四丁目 - 1041,POINT(139.768456 35.7417727),13484.0
鍛冶町1 - 2134,POINT(139.7708568 35.6900261),4951.0
関前一丁目 - 1592,POINT(139.5485148 35.7106881),5207.0
外神田六丁目 - 3532,POINT(139.7696306 35.7035879),5463.0
外神田六丁目 - 3527,POINT(139.7698667 35.7033836),5463.0
外神田六丁目 - 3497,POINT(139.7702212 35.7037814),5463.0
外神田六丁目 - 3505,POINT(139.770311 35.703227),5463.0
外神田六丁目 - 3529,POINT(139.7701914 35.7037297),5463.0
外神田六丁目 - 3537,POINT(139.7703437 35.7037332),5463.0
外神田六丁目 - 3528,POINT(139.76992 35.703655),5463.0
外神田六丁目 - 3538,POINT(139.770273 35.7037188),5463.0
三宿二丁目 - 167,POINT(139.6745186 35.6501709),8366.0
南蒲田二丁目 - 1803,POINT(139.720845 35.5546592),9902.0
鎌田二丁目 - 2289,POINT(139.613712 35.616658),1686.0
諏訪町 - 4125,POINT(139.2944156 35.6797675),1878.0
別所一丁目 - 1301,POINT(139.3913845 35.6111372),2988.0
日野台二丁目 - 2604,POINT(139.3741368 35.6799986),3628.0
日野台二丁目 - 2605,POINT(139.3745422 35.6801913),3628.0
根岸二丁目 - 4052,POINT(139.7770995 35.7230295),6744.0
新町四丁目 - 311,POINT(139.5367536 35.71196),7512.0
清川一丁目 - 3176,POINT(139.8050512 35.7261945),8880.0
上野三丁目 - 2471,POINT(139.7733738 35.7053481),4697.0
上野三丁目 - 2456,POINT(139.7733641 35.705315),4697.0
武蔵台三丁目 - 2592,POINT(139.4603642 35.6986558),4697.0
上野三丁目 - 2463,POINT(139.7732811 35.7048294),4697.0
上野三丁目 - 2469,POINT(139.7737004 35.7049124),4697.0
日本橋浜町三丁目 - 2285,POINT(139.790819 35.685328),5465.0
新川 - 913,POINT(139.5677844 35.6834322),7769.0
渋谷二丁目 - 587,POINT(139.706509 35.6602645),8025.0
下落合一丁目 - 1431,POINT(139.7034509 35.7152905),8882.0
下落合二丁目 - 1418,POINT(139.703348 35.7157885),8882.0
本郷四丁目 - 2297,POINT(139.7555739 35.7079643),9906.0
蒲田本町二丁目 - 1473,POINT(139.7203914 35.555443),14514.0
蒲田本町二丁目 - 1472,POINT(139.7203692 35.5550821),14514.0
一丁目 - 1688,POINT(139.6355996 35.7673936),3245.0
神田小川町一丁目 - 1723,POINT(139.7671939 35.6952036),3373.0
青海1 - 4585,POINT(139.7758409 35.6230589),3373.0
青海1 - 1292,POINT(139.775685 35.623097),3373.0
西麻布二丁目 - 3885,POINT(139.719943 35.662052),3885.0
西麻布二丁目 - 3882,POINT(139.719965 35.662038),3885.0
西麻布二丁目 - 3889,POINT(139.719973 35.66204),3885.0
西麻布二丁目 - 3880,POINT(139.719948 35.662039),3885.0
西麻布二丁目 - 3886,POINT(139.719963 35.662038),3885.0
上野一丁目 - 2552,POINT(139.7707243 35.7057612),4186.0
湯島三丁目 - 3375,POINT(139.7704723 35.7055342),4186.0
上野一丁目 - 2551,POINT(139.770786 35.7058681),4186.0
子安町四丁目 - 3815,POINT(139.3377495 35.6539696),7770.0
芝四丁目 - 2019,POINT(139.7505075 35.6498716),8026.0
芝四丁目 - 2031,POINT(139.7502336 35.6496859),8026.0
芝四丁目 - 2021,POINT(139.7506054 35.6498393),8026.0
芝四丁目 - 2025,POINT(139.7502412 35.649754),8026.0
筑土八幡町 - 3827,POINT(139.740171 35.7034737),11444.0
東上野六丁目 - 651,POINT(139.7852828 35.7130233),11444.0
津久戸町 - 3893,POINT(139.7402951 35.7033279),11444.0
津久戸町 - 3894,POINT(139.7408127 35.7033743),11444.0
国領町七丁目 - 4398,POINT(139.559701 35.643399),4699.0
成田西三丁目 - 4666,POINT(139.6294042 35.6924559),4699.0
国領町七丁目 - 4401,POINT(139.559659 35.643132),4699.0
国領町七丁目 - 4399,POINT(139.559635 35.64351),4699.0
大京町 - 1805,POINT(139.714962 35.681193),4955.0
大京町 - 1804,POINT(139.715002 35.681041),4955.0
勝どき2 - 538,POINT(139.779056 35.658185),5723.0
勝どき2 - 539,POINT(139.779052 35.658183),5723.0
子安町四丁目 - 3801,POINT(139.3380751 35.6539402),6491.0
子安町四丁目 - 3810,POINT(139.3381246 35.6539172),6491.0
子安町四丁目 - 3809,POINT(139.3377926 35.6539696),6491.0
子安町四丁目 - 3812,POINT(139.3378557 35.6539632),6491.0
子安町四丁目 - 3806,POINT(139.3380361 35.6539517),6491.0
猿楽町 - 4276,POINT(139.700692 35.649335),8374.0
大田区 - 1623,POINT(139.7163011 35.5597545),10422.0
大田区 - 1626,POINT(139.7164595 35.5597816),10422.0
奈良町 - 1059,POINT(139.487772 35.5609354),1175.0
霞ヶ関 - 374,POINT(139.750483 35.6731495),2862.0
千駄ヶ谷六丁目 - 686,POINT(139.7080634 35.6824807),3758.0
千駄ヶ谷六丁目 - 685,POINT(139.7080797 35.6824736),3758.0
千駄ヶ谷六丁目 - 693,POINT(139.7089404 35.6824899),3758.0
千駄ヶ谷六丁目 - 691,POINT(139.7088737 35.6824202),3758.0
千駄ヶ谷六丁目 - 681,POINT(139.7080721 35.6824765),3758.0
豊玉北一丁目 - 4679,POINT(139.666557 35.7316932),5980.0
駒込七丁目 - 4079,POINT(139.7404058 35.7400059),7260.0
東上野一丁目 - 508,POINT(139.7782828 35.7087105),9912.0
東上野二丁目 - 578,POINT(139.7782887 35.708777),9912.0
東上野一丁目 - 500,POINT(139.778875 35.7087873),9912.0
東上野二丁目 - 580,POINT(139.778234 35.7091282),9912.0
東上野一丁目 - 498,POINT(139.7782752 35.7086549),9912.0
東上野二丁目 - 576,POINT(139.7781717 35.7088327),9912.0
東上野二丁目 - 569,POINT(139.7784398 35.7095572),9912.0
東上野二丁目 - 558,POINT(139.7791748 35.7093396),9912.0
東上野一丁目 - 527,POINT(139.7782625 35.7085726),9912.0
東上野一丁目 - 511,POINT(139.7793386 35.7088621),9912.0
東上野二丁目 - 559,POINT(139.7784251 35.7095082),9912.0
東上野二丁目 - 574,POINT(139.7784559 35.7096128),9912.0
東上野二丁目 - 560,POINT(139.7790601 35.7088875),9912.0
富士町 - 1697,POINT(139.375476 35.658527),4189.0
西新井一丁目 - 4642,POINT(139.7818075 35.7789463),8029.0
浅草橋五丁目 - 3006,POINT(139.7836517 35.6993519),8378.0
浅草橋四丁目 - 3033,POINT(139.7835857 35.6990492),8378.0
浅草橋二丁目 - 3137,POINT(139.7842351 35.6995267),8378.0
浅草橋五丁目 - 3008,POINT(139.7837579 35.6994313),8378.0
浅草橋二丁目 - 3128,POINT(139.7842777 35.6998019),8378.0
浅草橋五丁目 - 3012,POINT(139.7833561 35.6996848),8378.0
浅草橋一丁目 - 3175,POINT(139.7840837 35.6987896),8378.0
浅草橋四丁目 - 3047,POINT(139.7837667 35.6989577),8378.0
本郷四丁目 - 2312,POINT(139.7544257 35.7095731),11962.0
新町四丁目 - 3474,POINT(139.3808531 35.6820695),3119.0
千代ケ丘二丁目 - 996,POINT(139.5115138 35.6145059),4958.0
志茂三丁目 - 1152,POINT(139.7333562 35.777002),4958.0
桜堤 - 2228,POINT(139.5315611 35.7124088),5726.0
新宿区 - 3688,POINT(139.7057559 35.6947445),6238.0
早宮四丁目 - 3545,POINT(139.6482248 35.7518735),7262.0
早宮四丁目 - 3543,POINT(139.6482232 35.7518647),7262.0
上野公園 - 4355,POINT(139.7760567 35.7137563),7774.0
山王二丁目 - 3023,POINT(139.7247078 35.5888876),8380.0
石原一丁目 - 1203,POINT(139.7969243 35.699102),9916.0
根津二丁目 - 4239,POINT(139.7659276 35.7193856),13500.0
2-37 - 4154,POINT(139.5138401 35.6147175),4191.0
成田西四丁目 - 789,POINT(139.630468 35.6951399),5983.0
宮町一丁目 - 1046,POINT(139.480684 35.672625),7263.0
経堂一丁目 - 4714,POINT(139.6366027 35.6513623),14014.0
元八王子町三丁目 - 1655,POINT(139.2621662 35.6559276),406.0
上壱分方町 - 4078,POINT(139.2795323 35.6818771),972.0
西寺方町 - 1559,POINT(139.2686805 35.6795325),1560.0
弐分方町 - 1348,POINT(139.2811687 35.6755754),1752.0
千駄ヶ谷六丁目 - 680,POINT(139.7074564 35.6827883),2736.0
千駄ヶ谷六丁目 - 689,POINT(139.7074511 35.6827808),2736.0
千駄ヶ谷六丁目 - 694,POINT(139.7074457 35.6827743),2736.0
多摩平一丁目 - 2570,POINT(139.3806276 35.6613477),5216.0
東上野二丁目 - 575,POINT(139.7777124 35.7117584),8032.0
東上野二丁目 - 563,POINT(139.7776656 35.7118716),8032.0
中央八丁目 - 4571,POINT(139.7185253 35.573988),8896.0
多摩平一丁目 - 2568,POINT(139.380881 35.6606961),4193.0
神木本町二丁目 - 4698,POINT(139.5837012 35.6015409),4449.0
外神田三丁目 - 3632,POINT(139.7718172 35.7014233),5217.0
高松町三丁目 - 3641,POINT(139.415096 35.702715),5217.0
外神田三丁目 - 3620,POINT(139.7718233 35.7014224),5217.0
芝四丁目 - 2033,POINT(139.75314 35.647392),6241.0
曙町二丁目 - 2715,POINT(139.418913 35.700777),8386.0
曙町二丁目 - 2701,POINT(139.4181779 35.7011975),8386.0
曙町二丁目 - 2714,POINT(139.4183487 35.7011381),8386.0
本郷五丁目 - 2278,POINT(139.7592091 35.7089953),9410.0
本郷五丁目 - 2279,POINT(139.7584131 35.7089071),9410.0
本郷三丁目 - 3213,POINT(139.7634785 35.7051489),12482.0
本郷三丁目 - 3228,POINT(139.7636488 35.7050892),12482.0
廿里町 - 451,POINT(139.2807795 35.6437743),2865.0
新田三丁目 - 1749,POINT(139.7444604 35.7681695),5474.0
新田三丁目 - 1743,POINT(139.7449019 35.7680193),5474.0
豊島六丁目 - 1306,POINT(139.7447704 35.7677302),5474.0
浅草橋一丁目 - 3170,POINT(139.784383 35.6970049),6498.0
浅草橋一丁目 - 3156,POINT(139.784511 35.6968377),6498.0
小日向二丁目 - 259,POINT(139.7361261 35.7133836),8388.0
竜泉二丁目 - 3590,POINT(139.7902352 35.7255464),14532.0
多摩平四丁目 - 3451,POINT(139.3810943 35.6679385),4195.0
内神田二丁目 - 1824,POINT(139.7687732 35.6915994),4451.0
内神田三丁目 - 1813,POINT(139.768905 35.6915962),4451.0
赤坂六丁目 - 2135,POINT(139.7359979 35.6680822),4707.0
前原町 - 1581,POINT(139.506327 35.69285),5475.0
野崎二丁目 - 2444,POINT(139.5492188 35.6836519),6499.0
野崎二丁目 - 2443,POINT(139.5492324 35.6836333),6499.0
西橋本一丁目 - 2238,POINT(139.3371467 35.5909342),7011.0
西橋本一丁目 - 2240,POINT(139.3371983 35.5909386),7011.0
台東四丁目 - 2831,POINT(139.7775097 35.7071148),7267.0
東上野一丁目 - 510,POINT(139.7775963 35.7078252),7267.0
東上野一丁目 - 518,POINT(139.7776179 35.7076939),7267.0
仲六郷二丁目 - 1598,POINT(139.7118232 35.5527126),7523.0
仲六郷二丁目 - 1599,POINT(139.7116334 35.5527316),7523.0
仲六郷二丁目 - 1600,POINT(139.7116495 35.5527306),7523.0
湯島二丁目 - 3412,POINT(139.7661755 35.7067583),8390.0
湯島二丁目 - 3438,POINT(139.7669536 35.7069399),8390.0
湯島二丁目 - 3411,POINT(139.7670136 35.7068074),8390.0
豊島一丁目 - 1332,POINT(139.7410815 35.7589149),9926.0
豊島一丁目 - 1326,POINT(139.7411083 35.7589138),9926.0
豊島一丁目 - 4618,POINT(139.7411338 35.7589084),9926.0
豊島一丁目 - 1325,POINT(139.7411644 35.7589123),9926.0
弐分方町 - 1355,POINT(139.2795435 35.6766958),1561.0
相原町 - 1260,POINT(139.3273032 35.6065487),2354.0
芝浦二丁目 - 2180,POINT(139.7574901 35.6444199),2866.0
西新宿四丁目 - 1466,POINT(139.6894514 35.6892501),5220.0
橋本一丁目 - 969,POINT(139.3419843 35.5890731),5732.0
外神田三丁目 - 3613,POINT(139.7707154 35.700829),6244.0
外神田三丁目 - 3634,POINT(139.7708675 35.700772),6244.0
外神田三丁目 - 3628,POINT(139.77088 35.7009807),6244.0
外神田三丁目 - 3612,POINT(139.7708393 35.7008839),6244.0
