jinhanki_id_joined,geom_joined_any,population
大塚二丁目 - 341,POINT(139.7311851 35.7183049),10106.0
大手町 - 1297,POINT(139.7652066 35.6848859),2143.0
神田神保町二丁目 - 4224,POINT(139.7580997 35.6969434),3039.0
青海二丁目 - 3100,POINT(139.776162 35.62104),3295.0
青海二丁目 - 3105,POINT(139.776274 35.6208493),3295.0
青海二丁目 - 3107,POINT(139.776146 35.621025),3295.0
青海二丁目 - 3106,POINT(139.776101 35.621092),3295.0
師岡町四丁目 - 2253,POINT(139.2832867 35.7881307),3295.0
芝四丁目 - 2040,POINT(139.7513019 35.6489883),4542.0
芝四丁目 - 2023,POINT(139.751261 35.6486748),4542.0
芝四丁目 - 2036,POINT(139.7511709 35.6486409),4542.0
神南一丁目 - 4136,POINT(139.7018634 35.6640249),4798.0
深大寺東町八丁目 - 1115,POINT(139.5555662 35.677741),5054.0
深大寺東町八丁目 - 1113,POINT(139.555482 35.6778395),5054.0
多摩平一丁目 - 2567,POINT(139.379711 35.660161),7358.0
国領町四丁目 - 4467,POINT(139.560721 35.646348),7614.0
国領町七丁目 - 4466,POINT(139.560982 35.646188),7614.0
麻布台三丁目 - 4155,POINT(139.738222 35.660948),8572.0
山吹町 - 3479,POINT(139.7292592 35.708207),9596.0
弥生町 - 1881,POINT(139.6917345 35.7552146),12156.0
新町三丁目 - 2628,POINT(139.3026664 35.7805846),4287.0
鹿沼台一丁目 - 1314,POINT(139.3966042 35.5682493),5055.0
田町 - 4722,POINT(139.7489194 35.6447633),7103.0
東和泉一丁目 - 1313,POINT(139.581422 35.63201),9086.0
赤城下町 - 3594,POINT(139.7341016 35.7043464),11134.0
御岳山 - 2254,POINT(139.1533779 35.7895738),71.0
御岳山 - 2256,POINT(139.1523315 35.789421),71.0
差木地 - 1296,POINT(139.420528 34.683435),111.0
荒島 - 4545,POINT(139.8024595 33.1168673),182.0
明治橋 - 1858,POINT(139.8027519 33.1185038),332.0
元八王子町三丁目 - 1661,POINT(139.2606749 35.6551528),364.0
御岳渓谷 - 1564,POINT(139.183009 35.8014161),460.0
御岳渓谷 - 1562,POINT(139.1828999 35.8003816),460.0
元八王子町三丁目 - 1662,POINT(139.2696671 35.6595833),920.0
西寺方町 - 1560,POINT(139.2638361 35.6788771),1968.0
弐分方町 - 1363,POINT(139.2848801 35.6712683),2032.0
東新橋一丁目 - 2332,POINT(139.7618275 35.6611376),3040.0
神田小川町一丁目 - 1727,POINT(139.7675883 35.6947438),3424.0
白山二丁目 - 677,POINT(139.7483213 35.7156993),8128.0
三筋二丁目 - 2624,POINT(139.7868182 35.70639),11136.0
本郷一丁目 - 3262,POINT(139.7584331 35.7065318),12160.0
新町 - 701,POINT(139.3425589 35.6624999),5569.0
駒場二丁目 - 4521,POINT(139.6828661 35.659004),5825.0
南砂七丁目 - 314,POINT(139.836131 35.665834),6081.0
曙町二丁目 - 2720,POINT(139.4165721 35.7003936),6081.0
曙町二丁目 - 2727,POINT(139.4168628 35.7003309),6081.0
曙町二丁目 - 2703,POINT(139.4165456 35.7003969),6081.0
根岸二丁目 - 4655,POINT(139.7775539 35.7235864),9602.0
根岸一丁目 - 4112,POINT(139.7778028 35.7228017),9602.0
根岸二丁目 - 4055,POINT(139.7782358 35.7235242),9602.0
小杉町三丁目 - 2148,POINT(139.6574104 35.5753453),9602.0
根岸一丁目 - 4102,POINT(139.7781232 35.7233364),9602.0
根岸一丁目 - 4108,POINT(139.7781233 35.7228801),9602.0
根岸一丁目 - 4631,POINT(139.7780912 35.7233379),9602.0
根岸二丁目 - 4059,POINT(139.777628 35.7231001),9602.0
根岸二丁目 - 4048,POINT(139.7775534 35.7239193),9602.0
馬場下町 - 4347,POINT(139.7190913 35.7065571),10114.0
馬場下町 - 4348,POINT(139.7190806 35.7065696),10114.0
鳥越二丁目 - 2685,POINT(139.786444 35.7028826),10626.0
鳥越二丁目 - 2681,POINT(139.786225 35.7021601),10626.0
千代ケ丘八丁目 - 821,POINT(139.5068061 35.6177614),4065.0
虎ノ門二丁目 - 4025,POINT(139.7455361 35.6677555),4546.0
回田町 - 2168,POINT(139.496569 35.71368),5058.0
回田町 - 2167,POINT(139.496575 35.713731),5058.0
西麻布四丁目 - 3820,POINT(139.723656 35.659497),5058.0
中野島三丁目 - 4716,POINT(139.554327 35.6245892),5058.0
西麻布一丁目 - 3923,POINT(139.723684 35.659507),5058.0
芝公園一丁目 - 1900,POINT(139.7519551 35.6573212),5570.0
神田三崎町三丁目 - 4085,POINT(139.7512356 35.7019379),7874.0
仲町 - 987,POINT(139.6947851 35.7511676),13188.0
仲町 - 988,POINT(139.6947831 35.7511756),13188.0
東二丁目 - 585,POINT(139.4472515 35.6920357),4291.0
新町 - 704,POINT(139.3396773 35.6623697),4547.0
湯島三丁目 - 3397,POINT(139.7685049 35.7068035),7107.0
湯島三丁目 - 3388,POINT(139.7689718 35.706528),7107.0
湯島三丁目 - 3380,POINT(139.7692879 35.7065337),7107.0
横網一丁目 - 1458,POINT(139.7943962 35.6981076),10630.0
千束一丁目 - 3726,POINT(139.7912938 35.7186131),11142.0
水道二丁目 - 3994,POINT(139.7373006 35.7101518),13702.0
水道二丁目 - 3990,POINT(139.7372806 35.7100805),13702.0
西寺方町 - 1519,POINT(139.2679014 35.6758087),1393.0
西寺方町 - 1522,POINT(139.2681427 35.6758375),1393.0
西寺方町 - 1540,POINT(139.2682607 35.6759269),1393.0
浜離宮庭園 - 2359,POINT(139.7670323 35.6600543),2033.0
西生田一丁目 - 1170,POINT(139.526823 35.6150269),2658.0
青柳二丁目 - 316,POINT(139.424671 35.683126),3554.0
宮下本町三丁目 - 1635,POINT(139.3618398 35.5949766),3554.0
玉川学園 - 2249,POINT(139.4605236 35.5657275),3682.0
高松町三丁目 - 3640,POINT(139.414884 35.703233),3938.0
明神町三丁目 - 778,POINT(139.3449323 35.6564754),4548.0
西麻布一丁目 - 3928,POINT(139.723683 35.661277),4804.0
前野町五丁目 - 711,POINT(139.6848245 35.7741706),8132.0
南長崎四丁目 - 4705,POINT(139.6825589 35.7259067),9608.0
神田佐久間町四丁目 - 3837,POINT(139.7808833 35.6971411),4293.0
新町一丁目 - 1695,POINT(139.5478219 35.7155987),5317.0
新町 - 702,POINT(139.339616 35.6600803),5573.0
蔵前四丁目 - 2574,POINT(139.788053 35.703579),10122.0
鳥越二丁目 - 2684,POINT(139.788121 35.7027406),10122.0
蔵前四丁目 - 2578,POINT(139.7880555 35.7034627),10122.0
鳥越二丁目 - 2683,POINT(139.7880542 35.7027056),10122.0
鳥越二丁目 - 2689,POINT(139.7884834 35.7027923),10122.0
蔵前四丁目 - 2572,POINT(139.7880568 35.7035056),10122.0
芝大門一丁目 - 4665,POINT(139.755073 35.6576621),4550.0
境五丁目 - 1021,POINT(139.5345155 35.7048459),7110.0
湯島三丁目 - 3369,POINT(139.7695501 35.7059474),7878.0
台東二丁目 - 2922,POINT(139.7787416 35.7029094),9100.0
台東二丁目 - 2905,POINT(139.7787126 35.7025389),9100.0
鳥越二丁目 - 2686,POINT(139.7892243 35.7019859),10636.0
鳥越二丁目 - 2687,POINT(139.7891775 35.7019219),10636.0
外神田三丁目 - 3617,POINT(139.7709897 35.7021836),4551.0
外神田三丁目 - 3633,POINT(139.7714158 35.7017359),4551.0
外神田三丁目 - 3611,POINT(139.7706538 35.7021853),4551.0
外神田三丁目 - 3629,POINT(139.7711056 35.7019185),4551.0
外神田三丁目 - 3636,POINT(139.7709404 35.7015955),4551.0
外神田三丁目 - 3639,POINT(139.7710367 35.7014583),4551.0
外神田三丁目 - 3635,POINT(139.7703187 35.7020783),4551.0
中野山王二丁目 - 1461,POINT(139.3285975 35.6736274),4807.0
千代ケ丘七丁目 - 980,POINT(139.5052532 35.6173268),2148.0
西生田二丁目 - 1164,POINT(139.5320824 35.6143752),2532.0
関野町 - 194,POINT(139.5209953 35.712806),2788.0
多摩平二丁目 - 2591,POINT(139.3827733 35.6628078),3684.0
落合六丁目 - 2868,POINT(139.4291205 35.6097446),3812.0
大和田町四丁目 - 1423,POINT(139.3539431 35.6676972),4552.0
多摩川五丁目 - 923,POINT(139.53698 35.6449402),4808.0
多摩川五丁目 - 922,POINT(139.5371889 35.644917),4808.0
経堂四丁目 - 4693,POINT(139.6250717 35.6476535),6088.0
赤羽二丁目 - 1202,POINT(139.726348 35.777988),8136.0
赤羽二丁目 - 1196,POINT(139.726348 35.778027),8136.0
赤羽二丁目 - 1198,POINT(139.726332 35.778105),8136.0
筑土八幡町 - 3824,POINT(139.7392557 35.7051553),10640.0
筑土八幡町 - 3826,POINT(139.7392252 35.7051583),10640.0
筑土八幡町 - 3823,POINT(139.7392774 35.7051884),10640.0
筑土八幡町 - 3828,POINT(139.7391977 35.7051644),10640.0
日野台四丁目 - 2080,POINT(139.37177 35.6774464),4809.0
神田東松下町 - 1136,POINT(139.7731157 35.6948174),4809.0
神田東松下町 - 1137,POINT(139.7729358 35.6948299),4809.0
日野台四丁目 - 2081,POINT(139.372071 35.6776685),4809.0
神田東松下町 - 1142,POINT(139.7731116 35.6948261),4809.0
神田東松下町 - 1135,POINT(139.7731888 35.6948408),4809.0
下連雀四丁目 - 4221,POINT(139.5612877 35.6957841),5833.0
神田駿河台2 - 1570,POINT(139.761831 35.69965),5833.0
井口一丁目 - 2293,POINT(139.5459297 35.6909901),7113.0
井口一丁目 - 2292,POINT(139.5459662 35.691181),7113.0
神田平河町 - 1307,POINT(139.7762787 35.6984763),7881.0
神田佐久間町二丁目 - 3901,POINT(139.7769516 35.6985108),7881.0
神田佐久間町二丁目 - 3906,POINT(139.7768601 35.6988478),7881.0
本郷四丁目 - 2309,POINT(139.7560692 35.7089201),14738.0
本郷四丁目 - 2320,POINT(139.7560772 35.7089208),14738.0
代々木四丁目 - 790,POINT(139.6934842 35.6786913),3045.0
関前二丁目 - 2282,POINT(139.5528683 35.7102492),5322.0
関前二丁目 - 2283,POINT(139.5530112 35.710589),5322.0
外神田三丁目 - 3625,POINT(139.7707368 35.7014655),5578.0
外神田三丁目 - 3622,POINT(139.7698188 35.7020615),5578.0
外神田三丁目 - 3624,POINT(139.770009 35.702071),5578.0
外神田二丁目 - 3670,POINT(139.7696657 35.7015225),5578.0
外神田三丁目 - 3626,POINT(139.7701501 35.701569),5578.0
渋谷二丁目 - 588,POINT(139.7055473 35.6606758),6090.0
神田駿河台二丁目 - 1146,POINT(139.763677 35.6997941),6090.0
神田駿河台二丁目 - 1147,POINT(139.7637436 35.6996994),6090.0
神田駿河台二丁目 - 1150,POINT(139.7637108 35.6997945),6090.0
神田駿河台二丁目 - 1148,POINT(139.7636025 35.6999803),6090.0
湯島一丁目 - 3461,POINT(139.7668521 35.7019804),7626.0
外神田二丁目 - 3666,POINT(139.7675023 35.7016687),7626.0
外神田二丁目 - 3664,POINT(139.7674715 35.7016145),7626.0
東神田二丁目 - 1943,POINT(139.7803915 35.6964657),5579.0
上野六丁目 - 2424,POINT(139.7769915 35.711207),6091.0
鳥越一丁目 - 2781,POINT(139.7823083 35.7030368),8598.0
鳥越一丁目 - 2768,POINT(139.7827794 35.7032628),8598.0
王子五丁目 - 1278,POINT(139.7352975 35.7645176),9622.0
元浅草二丁目 - 420,POINT(139.7838754 35.7100284),13718.0
山王二丁目 - 3027,POINT(139.7261995 35.5882965),14742.0
山王二丁目 - 3026,POINT(139.7262193 35.5882833),14742.0
山王二丁目 - 3024,POINT(139.7264301 35.5881979),14742.0
向原二丁目 - 897,POINT(139.4950095 35.6170505),1139.0
西寺方町 - 1549,POINT(139.2716167 35.6793147),1651.0
弐分方町 - 1352,POINT(139.2894872 35.6709197),2278.0
宿河原一丁目 - 760,POINT(139.5708127 35.620374),3814.0
東尾久八丁目 - 1121,POINT(139.76862 35.7514596),4812.0
芝公園四丁目 - 1300,POINT(139.7494918 35.6578745),5836.0
芝公園四丁目 - 1298,POINT(139.7495518 35.6578689),5836.0
芝公園四丁目 - 1299,POINT(139.7495397 35.65787),5836.0
浅草橋一丁目 - 3167,POINT(139.7839773 35.6975625),6860.0
浅草橋一丁目 - 3161,POINT(139.7840013 35.6975045),6860.0
浅草橋一丁目 - 4629,POINT(139.784144 35.6975491),6860.0
浅草橋一丁目 - 3174,POINT(139.7840162 35.6977194),6860.0
松が谷三丁目 - 3872,POINT(139.7891238 35.715231),11160.0
神泉町 - 4209,POINT(139.6923135 35.6558175),11672.0
本郷五丁目 - 2264,POINT(139.7578991 35.7089978),12184.0
本郷五丁目 - 2272,POINT(139.758105 35.7089825),12184.0
本郷五丁目 - 2276,POINT(139.7576816 35.7091712),12184.0
寿一丁目 - 356,POINT(139.7883054 35.70719),15256.0
大森南 - 1106,POINT(139.7442537 35.5641275),7373.0
神田佐久間河岸 - 1012,POINT(139.7772369 35.6964478),3559.0
神田佐久間河岸 - 1008,POINT(139.7775148 35.6964379),3559.0
神田佐久間河岸 - 1007,POINT(139.7771059 35.6964526),3559.0
神田佐久間河岸 - 1005,POINT(139.7771845 35.6964471),3559.0
明神町四丁目 - 746,POINT(139.3424093 35.659689),5326.0
北青山三丁目 - 1644,POINT(139.7124141 35.6653372),6862.0
上水本町二丁目 - 2677,POINT(139.46488 35.718103),7118.0
国領町七丁目 - 4382,POINT(139.561106 35.644873),10140.0
国領町七丁目 - 4456,POINT(139.561092 35.644727),10140.0
国領町七丁目 - 4383,POINT(139.561368 35.644685),10140.0
東上野四丁目 - 659,POINT(139.7813302 35.7136545),12700.0
台東区 - 2082,POINT(139.783933 35.7154183),13724.0
関前三丁目 - 1586,POINT(139.554265 35.7147371),4303.0
関前三丁目 - 1588,POINT(139.554108 35.7149319),4303.0
池之端二丁目 - 4299,POINT(139.766767 35.714511),6351.0
関前四丁目 - 2554,POINT(139.5474396 35.7154199),6863.0
新町五丁目 - 336,POINT(139.5353739 35.7141561),7375.0
相模大野三丁目 - 4573,POINT(139.4357738 35.531602),7631.0
大塚二丁目 - 348,POINT(139.7310174 35.7178533),7887.0
大塚二丁目 - 345,POINT(139.7310405 35.7178652),7887.0
大塚二丁目 - 347,POINT(139.7310985 35.7180335),7887.0
大塚二丁目 - 346,POINT(139.7310097 35.7178688),7887.0
西五反田四丁目 - 385,POINT(139.709336 35.626377),9630.0
元町二丁目 - 1175,POINT(139.356519 34.747899),413.0
羽中四丁目 - 1721,POINT(139.303362 35.758136),698.0
宇津貫町 - 1927,POINT(139.3341651 35.6157944),922.0
宇津貫町 - 1932,POINT(139.3328513 35.6159512),1140.0
宇津貫町 - 1922,POINT(139.3336067 35.6160577),1140.0
宇津貫町 - 1937,POINT(139.3335903 35.6160694),1140.0
宇津貫町 - 1928,POINT(139.3335823 35.6159868),1140.0
小松川四丁目 - 2077,POINT(139.8528606 35.7023388),2536.0
新町一丁目 - 1791,POINT(139.2947322 35.7876263),3432.0
神田東松下町 - 1140,POINT(139.7733799 35.6944224),3432.0
国領町一丁目 - 4411,POINT(139.553943 35.650342),8144.0
国領町一丁目 - 4410,POINT(139.553937 35.650332),8144.0
下宮比町 - 3938,POINT(139.7428424 35.7037197),8144.0
神田和泉町 - 449,POINT(139.7780479 35.6995318),5073.0
浅草橋二丁目 - 3141,POINT(139.785183 35.7005736),7889.0
浅草橋三丁目 - 3116,POINT(139.7852755 35.7006567),7889.0
新川 - 914,POINT(139.5665211 35.6809862),8145.0
高田馬場二丁目 - 1443,POINT(139.7049113 35.7140563),9122.0
中野四丁目 - 4020,POINT(139.665014 35.7075404),9634.0
中野四丁目 - 4023,POINT(139.665097 35.7076947),9634.0
松が谷四丁目 - 3842,POINT(139.7876693 35.7183844),11682.0
松が谷四丁目 - 3844,POINT(139.7874316 35.717662),11682.0
松が谷四丁目 - 3849,POINT(139.7876146 35.7182644),11682.0
神田平河町 - 256,POINT(139.7752474 35.697624),3689.0
神田佐久間町1 - 340,POINT(139.7747786 35.6973839),3689.0
外神田二丁目 - 3658,POINT(139.7690678 35.7000864),4073.0
外神田二丁目 - 3673,POINT(139.7693156 35.7000795),4073.0
外神田二丁目 - 3667,POINT(139.7690917 35.700236),4073.0
外神田五丁目 - 3575,POINT(139.7730872 35.7031605),5330.0
外神田五丁目 - 3555,POINT(139.7728017 35.703349),5330.0
外神田五丁目 - 3565,POINT(139.7724676 35.7033802),5330.0
外神田五丁目 - 3582,POINT(139.7726661 35.7030318),5330.0
芝五丁目 - 1983,POINT(139.745662 35.648511),6866.0
芝五丁目 - 1984,POINT(139.745174 35.648425),6866.0
淵野辺四丁目 - 1339,POINT(139.4012895 35.5692736),7378.0
池之端三丁目 - 4282,POINT(139.7698449 35.7168895),7634.0
小日向一丁目 - 266,POINT(139.73707 35.7115869),11172.0
上野三丁目 - 2447,POINT(139.7740248 35.7072754),5075.0
中野山王三丁目 - 1449,POINT(139.3201861 35.6748487),5075.0
明神町三丁目 - 763,POINT(139.342202 35.6576418),5843.0
明神町三丁目 - 774,POINT(139.342438 35.6579666),5843.0
東上野三丁目 - 600,POINT(139.7812481 35.7104981),9126.0
東上野三丁目 - 617,POINT(139.7811918 35.7097445),9126.0
東上野三丁目 - 609,POINT(139.7809611 35.7097053),9126.0
南大塚三丁目 - 3702,POINT(139.7283228 35.730766),12198.0
上壱分方町 - 4074,POINT(139.2812551 35.6813706),1397.0
津田町一丁目 - 2517,POINT(139.4619499 35.7224953),3050.0
代々木二丁目 - 807,POINT(139.7010998 35.6849059),3434.0
神田美土代町 - 1825,POINT(139.7664738 35.693762),3434.0
高松町一丁目 - 3717,POINT(139.415941 35.707725),3690.0
上野一丁目 - 2547,POINT(139.7707654 35.7079295),4564.0
上野一丁目 - 2531,POINT(139.7712297 35.7074329),4564.0
西麻布三丁目 - 3852,POINT(139.727329 35.658132),5332.0
西麻布三丁目 - 3851,POINT(139.727376 35.658166),5332.0
栗平一丁目 - 4661,POINT(139.4808618 35.6060318),5588.0
有明二丁目 - 4553,POINT(139.7930915 35.6348241),6100.0
富ヶ谷一丁目 - 4032,POINT(139.6890298 35.669308),6612.0
大師河原二丁目 - 2156,POINT(139.7409628 35.5367599),6868.0
大師河原二丁目 - 2158,POINT(139.7409159 35.5367173),6868.0
芝五丁目 - 1985,POINT(139.746624 35.648414),6868.0
大師河原二丁目 - 2157,POINT(139.7404896 35.536559),6868.0
国領町三丁目 - 4425,POINT(139.561682 35.648778),8616.0
国領町三丁目 - 4424,POINT(139.56169 35.648856),8616.0
寿一丁目 - 352,POINT(139.7900802 35.7060748),9640.0
寿一丁目 - 353,POINT(139.7901799 35.7060582),9640.0
外神田五丁目 - 3564,POINT(139.7730802 35.7044807),6101.0
上野三丁目 - 2472,POINT(139.77376 35.7046522),6101.0
外神田五丁目 - 3580,POINT(139.773248 35.7045755),6101.0
外神田五丁目 - 3559,POINT(139.7732529 35.7044547),6101.0
分梅町三丁目 - 2295,POINT(139.459798 35.667969),6613.0
渋谷 - 2763,POINT(139.7025505 35.6594209),8149.0
北品川二丁目 - 274,POINT(139.7422779 35.6197373),12714.0
新町一丁目 - 1792,POINT(139.2942465 35.7881761),2923.0
羽中一丁目 - 1685,POINT(139.310802 35.764255),3051.0
淵野辺四丁目 - 1342,POINT(139.3977122 35.5677907),4566.0
2-46 - 3984,POINT(139.5178724 35.6140305),5590.0
関前四丁目 - 2555,POINT(139.5446635 35.7145751),5846.0
新町二丁目 - 1610,POINT(139.5440533 35.7144342),5846.0
関前四丁目 - 2556,POINT(139.5446635 35.7146286),5846.0
台東四丁目 - 2813,POINT(139.7777552 35.7060872),9132.0
台東四丁目 - 2824,POINT(139.7780283 35.7060433),9132.0
上野五丁目 - 2401,POINT(139.7775235 35.705644),9132.0
赤塚新町 - 1480,POINT(139.6416044 35.7712402),9132.0
台東四丁目 - 4640,POINT(139.7780583 35.7060578),9132.0
台東四丁目 - 2809,POINT(139.7780395 35.7061237),9132.0
上野五丁目 - 2380,POINT(139.7775229 35.7057915),9132.0
赤塚新町 - 1475,POINT(139.6416346 35.7712304),9132.0
台東四丁目 - 2828,POINT(139.7779004 35.7059933),9132.0
台東四丁目 - 2807,POINT(139.7782239 35.7060431),9132.0
台東三丁目 - 2839,POINT(139.7780143 35.7057636),9132.0
赤坂 - 831,POINT(139.7348954 35.6707957),5335.0
枡形 - 4687,POINT(139.5596111 35.6184191),5335.0
赤坂 - 832,POINT(139.7346823 35.670623),5335.0
上野三丁目 - 2465,POINT(139.7734735 35.7063587),5847.0
上野三丁目 - 2461,POINT(139.7736861 35.7061577),5847.0
上野三丁目 - 2453,POINT(139.7739592 35.7061182),5847.0
上野三丁目 - 2466,POINT(139.7733421 35.7059271),5847.0
谷原六丁目 - 3686,POINT(139.608024 35.7573978),7383.0
谷原六丁目 - 3682,POINT(139.6080056 35.757414),7383.0
谷原六丁目 - 3685,POINT(139.60799 35.757429),7383.0
谷原六丁目 - 3683,POINT(139.6080158 35.7574055),7383.0
谷原六丁目 - 3684,POINT(139.6079971 35.757422),7383.0
東山町 - 1994,POINT(139.6887086 35.7545904),9646.0
大崎二丁目 - 3854,POINT(139.7262555 35.6180751),10670.0
代田二丁目 - 4691,POINT(139.6612615 35.6582047),11182.0
二俣尾四丁目 - 1565,POINT(139.207872 35.8076495),571.0
川町 - 1494,POINT(139.2615697 35.6725461),1782.0
川町 - 1504,POINT(139.2615536 35.6725526),1782.0
大和田町四丁目 - 1425,POINT(139.3555444 35.6681363),3948.0
大和田町四丁目 - 1424,POINT(139.3550091 35.6684849),3948.0
神田鍛冶町 - 973,POINT(139.7713474 35.6944008),4076.0
神田鍛冶町 - 970,POINT(139.7711697 35.6943621),4076.0
神田鍛冶町 - 975,POINT(139.7711717 35.6943817),4076.0
神田鍛冶町 - 971,POINT(139.7713903 35.6944394),4076.0
神田鍛冶町 - 974,POINT(139.7713327 35.6943964),4076.0
神田鍛冶町 - 972,POINT(139.7709455 35.6943999),4076.0
上野一丁目 - 2534,POINT(139.7710516 35.7063832),5336.0
上野一丁目 - 2553,POINT(139.7707221 35.7064576),5336.0
国領町七丁目 - 4455,POINT(139.56239 35.643862),6616.0
臨海町二丁目 - 4662,POINT(139.8628111 35.652777),8624.0
伊勢町 - 1649,POINT(139.7193019 35.533404),5081.0
日本橋浜町二丁目 - 2336,POINT(139.787611 35.68741),5081.0
日本橋浜町二丁目 - 2335,POINT(139.787513 35.687394),5081.0
日本橋浜町二丁目 - 2334,POINT(139.787645 35.687429),5081.0
渋谷二丁目 - 592,POINT(139.708119 35.658045),7385.0
南烏山六丁目 - 1037,POINT(139.595688 35.67013),7385.0
和泉本町一丁目 - 1806,POINT(139.575143 35.637286),10162.0
神田美土代町 - 3151,POINT(139.7662224 35.6924464),2925.0
城山手二丁目 - 1229,POINT(139.2861585 35.651809),3053.0
新田二丁目 - 1679,POINT(139.7434653 35.7700607),3309.0
神田多町二丁目 - 1733,POINT(139.7697389 35.6934594),3821.0
神田多町二丁目 - 1738,POINT(139.7695497 35.6926287),3821.0
神田多町二丁目 - 1734,POINT(139.7694664 35.6936968),3821.0
芝浦二丁目 - 2174,POINT(139.756031 35.645132),3949.0
芝浦二丁目 - 2176,POINT(139.755741 35.64496),3949.0
境 - 3707,POINT(139.5440062 35.7049981),8154.0
渋谷四丁目 - 493,POINT(139.712268 35.658531),9652.0
小日向一丁目 - 268,POINT(139.7403402 35.7109728),11188.0
水道一丁目 - 3972,POINT(139.7403874 35.7107639),11188.0
中落合一丁目 - 989,POINT(139.6884546 35.7159941),11188.0
上落合二丁目 - 1381,POINT(139.6881057 35.7158511),11188.0
中落合一丁目 - 990,POINT(139.6887521 35.7161827),11188.0
中落合一丁目 - 992,POINT(139.6884403 35.7158571),11188.0
曙町二丁目 - 2722,POINT(139.4170884 35.7003375),4827.0
浅草橋四丁目 - 3043,POINT(139.7824756 35.6986785),7131.0
浅草橋四丁目 - 3052,POINT(139.7819625 35.6984262),7131.0
浅草橋四丁目 - 3058,POINT(139.7825027 35.6984899),7131.0
浅草橋四丁目 - 3055,POINT(139.7824544 35.6983554),7131.0
浅草橋四丁目 - 3050,POINT(139.7819376 35.6986598),7131.0
浅草橋四丁目 - 3051,POINT(139.7822527 35.6983518),7131.0
池之端一丁目 - 4305,POINT(139.7696663 35.7085265),7643.0
池之端一丁目 - 4300,POINT(139.769665 35.7090972),7643.0
上野一丁目 - 2532,POINT(139.7699649 35.7081465),7643.0
池之端一丁目 - 4308,POINT(139.7695309 35.7087296),7643.0
池之端一丁目 - 4578,POINT(139.7699726 35.7087554),7643.0
池之端一丁目 - 4312,POINT(139.7690917 35.7085211),7643.0
池之端一丁目 - 4304,POINT(139.7699981 35.7086649),7643.0
上野二丁目 - 2496,POINT(139.7701102 35.708563),7643.0
池之端一丁目 - 4310,POINT(139.7692342 35.7084027),7643.0
上野二丁目 - 2502,POINT(139.770304 35.7085777),7643.0
池之端一丁目 - 4302,POINT(139.7692322 35.7084135),7643.0
東六郷一丁目 - 1617,POINT(139.7220219 35.5513269),8155.0
東六郷一丁目 - 1613,POINT(139.7222562 35.551115),8155.0
富岡二丁目 - 1390,POINT(139.8004071 35.6711938),9654.0
根岸三丁目 - 4036,POINT(139.7798886 35.7238009),10678.0
根岸一丁目 - 4110,POINT(139.7789636 35.7230028),10678.0
春日一丁目 - 2184,POINT(139.7511426 35.7087342),11702.0
春日一丁目 - 2198,POINT(139.7515829 35.7083616),11702.0
春日一丁目 - 2186,POINT(139.7516894 35.7087243),11702.0
春日一丁目 - 2201,POINT(139.7515293 35.7083594),11702.0
春日一丁目 - 2187,POINT(139.751733 35.7088517),11702.0
春日一丁目 - 2202,POINT(139.7513261 35.7083605),11702.0
西寺方町 - 1546,POINT(139.2733259 35.6795974),1143.0
西寺方町 - 1529,POINT(139.2734861 35.6793769),1143.0
目黒町 - 4646,POINT(139.4726998 35.4949787),1655.0
西生田二丁目 - 1165,POINT(139.5321247 35.6142882),1975.0
諏訪町 - 4120,POINT(139.2926121 35.6744701),2926.0
赤塚新町三丁目 - 3189,POINT(139.636246 35.7712407),3950.0
菅六丁目 - 4670,POINT(139.5236835 35.637479),3950.0
赤塚新町三丁目 - 3188,POINT(139.6363828 35.7713474),3950.0
長房町 - 4321,POINT(139.2977096 35.653687),4078.0
長房町 - 4315,POINT(139.2977428 35.6536883),4078.0
長房町 - 4314,POINT(139.2978031 35.6537515),4078.0
長房町 - 4319,POINT(139.2977314 35.6536823),4078.0
池之端一丁目 - 4306,POINT(139.76851 35.7117171),5340.0
東神田2 - 1620,POINT(139.7794484 35.6964037),7132.0
神田練塀町 - 3793,POINT(139.7746687 35.7007743),7132.0
東戸倉一丁目 - 1372,POINT(139.467003 35.712744),10168.0
東戸倉一丁目 - 1371,POINT(139.466979 35.712759),10168.0
本郷二丁目 - 3334,POINT(139.7607359 35.7039375),10680.0
本郷二丁目 - 3327,POINT(139.760821 35.7041305),10680.0
2-46 - 3985,POINT(139.5179978 35.6136488),4573.0
新宿三丁目 - 1669,POINT(139.7031466 35.6901353),5085.0
新宿三丁目 - 1668,POINT(139.7029976 35.6902624),5085.0
旭が丘三丁目 - 1637,POINT(139.3703087 35.6591164),5597.0
新宿区 - 3687,POINT(139.7042886 35.6938523),7389.0
本郷二丁目 - 3324,POINT(139.7606759 35.705578),9146.0
本郷二丁目 - 3310,POINT(139.760651 35.7049991),9146.0
本郷二丁目 - 3317,POINT(139.7609496 35.7050536),9146.0
本郷二丁目 - 3319,POINT(139.7606998 35.7055487),9146.0
本郷二丁目 - 3318,POINT(139.7609732 35.7049866),9146.0
本郷二丁目 - 3354,POINT(139.7609597 35.7049171),9146.0
関町南一丁目 - 1463,POINT(139.5943751 35.7178225),9146.0
円山町 - 4198,POINT(139.69285 35.658601),10170.0
千代ケ丘一丁目 - 796,POINT(139.507566 35.6105885),3055.0
駒場二丁目 - 1017,POINT(139.6813607 35.6594404),3183.0
